Cuisine Name,MenuItemID
Turkish,512
Greek,513
Italian,514
Italian,515
Turkish,516
Greek,517
Italian,518
Italian,519
Turkish,520
Greek,521
Italian,522
Italian,523
Turkish,524
Greek,525
Italian,526
Italian,527
Turkish,528
Greek,529
Italian,530
Italian,531
Turkish,532
Greek,533
Italian,534
Italian,535
Turkish,536
Greek,537
Italian,538
Italian,539
Turkish,540
Greek,541
Italian,542
Italian,543
Turkish,544
Greek,545
Italian,546
Italian,547
Turkish,548
Greek,549
Italian,550
Italian,551
Turkish,552
Greek,553
Italian,554
Italian,555
Turkish,556
Greek,557
Italian,558
Italian,559
Turkish,560
Greek,561
Italian,562
Italian,563
Turkish,564
Greek,565
Italian,566
Italian,567
Turkish,568
Greek,569
Italian,570
Italian,571
Turkish,572
Greek,573
Italian,574
Italian,575
Turkish,576
Greek,577
Italian,578
Italian,579
Turkish,580
Greek,581
Italian,582
Italian,583
Turkish,584
Greek,585
Italian,586
Italian,587
Turkish,588
Greek,589
Italian,590
Italian,591
Turkish,592
Greek,593
Italian,594
Italian,595
Turkish,596
Greek,597
Italian,598
Italian,599
Turkish,600
Greek,601
Italian,602
Italian,603
Turkish,604
Greek,605
Italian,606
Italian,607
Turkish,608
Greek,609
Italian,610
Italian,611
Turkish,612
Greek,613
Italian,614
Italian,615
Turkish,616
Greek,617
Italian,618
Italian,619
Turkish,620
Greek,621
Italian,622
Italian,623
Turkish,624
Greek,625
Italian,626
Italian,627
Turkish,628
Greek,629
Italian,630
Italian,631
Turkish,632
Greek,633
Italian,634
Italian,635
Turkish,636
Greek,637
Italian,638
Italian,639
Turkish,640
Greek,641
Italian,642
Italian,643
Turkish,644
Greek,645
Italian,646
Italian,647
Turkish,648
Greek,649
Italian,650
Italian,651
Turkish,652
Greek,653
Italian,654
Italian,655
Turkish,656
Greek,657
Italian,658
Italian,659
Turkish,660
Greek,661
Italian,662
Italian,663
Turkish,664
Greek,665
Italian,666
Italian,667
Turkish,668
Greek,669
Italian,670
Italian,671
Turkish,672
Greek,673
Italian,674
Italian,675
Turkish,676
Greek,677
Italian,678
Italian,679
Turkish,680
Greek,681
Italian,682
Italian,683
Turkish,684
Greek,685
Italian,686
Italian,687
Turkish,688
Greek,689
Italian,690
Italian,691
Turkish,692
Greek,693
Italian,694
Italian,695
Turkish,696
Greek,697
Italian,698
Italian,699
Turkish,700
Greek,701
Italian,702
Italian,703
Turkish,704
Greek,705
Italian,706
Italian,707
Turkish,708
Greek,709
Italian,710
Italian,711
Turkish,712
Greek,713
Italian,714
Italian,715
Turkish,716
Greek,717
Italian,718
Italian,719
Turkish,720
Greek,721
Italian,722
Italian,723
Turkish,724
Greek,725
Italian,726
Italian,727
Turkish,728
Greek,729
Italian,730
Italian,731
Turkish,732
Greek,733
Italian,734
Italian,735
Turkish,736
Greek,737
Italian,738
Italian,739
Turkish,740
Greek,741
Italian,742
Italian,743
Turkish,744
Greek,745
Italian,746
Italian,747
Turkish,748
Greek,749
Italian,750
Italian,751
Turkish,752
Greek,753
Italian,754
Italian,755
Turkish,756
Greek,757
Italian,758
Italian,759
Turkish,760
Greek,761
Italian,762
Italian,763
Turkish,764
Greek,765
Italian,766
Italian,767
Turkish,768
Greek,769
Italian,770
Italian,771
Turkish,772
Greek,773
Italian,774
Italian,775
Turkish,776
Greek,777
Italian,778
Italian,779
Turkish,780
Greek,781
Italian,782
Italian,783
Turkish,784
Greek,785
Italian,786
Italian,787
Turkish,788
Greek,789
Italian,790
Italian,791
Turkish,792
Greek,793
Italian,794
Italian,795
Turkish,796
Greek,797
Italian,798
Italian,799
Turkish,800
Greek,801
Italian,802
Italian,803
Turkish,804
Greek,805
Italian,806
Italian,807
Turkish,808
Greek,809
Italian,810
Italian,811
Turkish,812
Greek,813
Italian,814
Italian,815
Turkish,816
Greek,817
Italian,818
Italian,819
Turkish,820
Greek,821
Italian,822
Italian,823
Turkish,824
Greek,825
Italian,826
Italian,827
Turkish,828
Greek,829
Italian,830
Italian,831
Turkish,832
Greek,833
Italian,834
Italian,835
Turkish,836
Greek,837
Italian,838
Italian,839
Turkish,840
Greek,841
Italian,842
Italian,843
Turkish,844
Greek,845
Italian,846
Italian,847
Turkish,848
Greek,849
Italian,850
Italian,851
Turkish,852
Greek,853
Italian,854
Italian,855
Turkish,856
Greek,857
Italian,858
Italian,859
Turkish,860
Greek,861
Italian,862
Italian,863
Turkish,864
Greek,865
Italian,866
Italian,867
Turkish,868
Greek,869
Italian,870
Italian,871
Turkish,872
Greek,873
Italian,874
Italian,875
Turkish,876
Greek,877
Italian,878
Italian,879
Turkish,880
Greek,881
Italian,882
Italian,883
Turkish,884
Greek,885
Italian,886
Italian,887
Turkish,888
Greek,889
Italian,890
Italian,891
Turkish,892
Greek,893
Italian,894
Italian,895
Turkish,896
Greek,897
Italian,898
Italian,899
Turkish,900
Greek,901
Italian,902
Italian,903
Turkish,904
Greek,905
Italian,906
Italian,907
Turkish,908
Greek,909
Italian,910
Italian,911
Turkish,912
Greek,913
Italian,914
Italian,915
Turkish,916
Greek,917
Italian,918
Italian,919
Turkish,920
Greek,921
Italian,922
Italian,923
Turkish,924
Greek,925
Italian,926
Italian,927
Turkish,928
Greek,929
Italian,930
Italian,931
Turkish,932
Greek,933
Italian,934
Italian,935
Turkish,936
Greek,937
Italian,938
Italian,939
Turkish,940
Greek,941
Italian,942
Italian,943
Turkish,944
Greek,945
Italian,946
Italian,947
Turkish,948
Greek,949
Italian,950
Italian,951
Turkish,952
Greek,953
Italian,954
Italian,955
Turkish,956
Greek,957
Italian,958
Italian,959
Turkish,960
Greek,961
Italian,962
Italian,963
Turkish,964
Greek,965
Italian,966
Italian,967
Turkish,968
Greek,969
Italian,970
Italian,971
Turkish,972
Greek,973
Italian,974
Italian,975
Turkish,976
Greek,977
Italian,978
Italian,979
Turkish,980
Greek,981
Italian,982
Italian,983
Turkish,984
Greek,985
Italian,986
Italian,987
Turkish,988
Greek,989
Italian,990
Italian,991
Turkish,992
Greek,993
Italian,994
Italian,995
Turkish,996
Greek,997
Italian,998
Italian,999
Turkish,1000
Greek,1001
Italian,1002
Italian,1003
Turkish,1004
Greek,1005
Italian,1006
Italian,1007
Turkish,1008
Greek,1009
Italian,1010
Italian,1011
Turkish,1012
Greek,1013
Italian,1014
Italian,1015
Turkish,1016
Greek,1017
Italian,1018
Italian,1019
Turkish,1020
Greek,1021
Italian,1022
Italian,1023
Turkish,1024
Greek,1025
Italian,1026
Italian,1027
Turkish,1028
Greek,1029
Italian,1030
Italian,1031
Turkish,1032
Greek,1033
Italian,1034
Italian,1035
Turkish,1036
Greek,1037
Italian,1038
Italian,1039
Turkish,1040
Greek,1041
Italian,1042
Italian,1043
Turkish,1044
Greek,1045
Italian,1046
Italian,1047
Turkish,1048
Greek,1049
Italian,1050
Italian,1051
Turkish,1052
Greek,1053
Italian,1054
Italian,1055
Turkish,1056
Greek,1057
Italian,1058
Italian,1059
Turkish,1060
Greek,1061
Italian,1062
Italian,1063
Turkish,1064
Greek,1065
Italian,1066
Italian,1067
Turkish,1068
Greek,1069
Italian,1070
Italian,1071
Turkish,1072
Greek,1073
Italian,1074
Italian,1075
Turkish,1076
Greek,1077
Italian,1078
Italian,1079
Turkish,1080
Greek,1081
Italian,1082
Italian,1083
Turkish,1084
Greek,1085
Italian,1086
Italian,1087
Turkish,1088
Greek,1089
Italian,1090
Italian,1091
Turkish,1092
Greek,1093
Italian,1094
Italian,1095
Turkish,1096
Greek,1097
Italian,1098
Italian,1099
Turkish,1100
Greek,1101
Italian,1102
Italian,1103
Turkish,1104
Greek,1105
Italian,1106
Italian,1107
Turkish,1108
Greek,1109
Italian,1110
Italian,1111
Turkish,1112
Greek,1113
Italian,1114
Italian,1115
Turkish,1116
Greek,1117
Italian,1118
Italian,1119
Turkish,1120
Greek,1121
Italian,1122
Italian,1123
Turkish,1124
Greek,1125
Italian,1126
Italian,1127
Turkish,1128
Greek,1129
Italian,1130
Italian,1131
Turkish,1132
Greek,1133
Italian,1134
Italian,1135
Turkish,1136
Greek,1137
Italian,1138
Italian,1139
Turkish,1140
Greek,1141
Italian,1142
Italian,1143
Turkish,1144
Greek,1145
Italian,1146
Italian,1147
Turkish,1148
Greek,1149
Italian,1150
Italian,1151
Turkish,1152
Greek,1153
Italian,1154
Italian,1155
Turkish,1156
Greek,1157
Italian,1158
Italian,1159
Turkish,1160
Greek,1161
Italian,1162
Italian,1163
Turkish,1164
Greek,1165
Italian,1166
Italian,1167
Turkish,1168
Greek,1169
Italian,1170
Italian,1171
Turkish,1172
Greek,1173
Italian,1174
Italian,1175
Turkish,1176
Greek,1177
Italian,1178
Italian,1179
Turkish,1180
Greek,1181
Italian,1182
Italian,1183
Turkish,1184
Greek,1185
Italian,1186
Italian,1187
Turkish,1188
Greek,1189
Italian,1190
Italian,1191
Turkish,1192
Greek,1193
Italian,1194
Italian,1195
Turkish,1196
Greek,1197
Italian,1198
Italian,1199
Turkish,1200
Greek,1201
Italian,1202
Italian,1203
Turkish,1204
Greek,1205
Italian,1206
Italian,1207
Turkish,1208
Greek,1209
Italian,1210
Italian,1211
Turkish,1212
Greek,1213
Italian,1214
Italian,1215
Turkish,1216
Greek,1217
Italian,1218
Italian,1219
Turkish,1220
Greek,1221
Italian,1222
Italian,1223
Turkish,1224
Greek,1225
Italian,1226
Italian,1227
Turkish,1228
Greek,1229
Italian,1230
Italian,1231
Turkish,1232
Greek,1233
Italian,1234
Italian,1235
Turkish,1236
Greek,1237
Italian,1238
Italian,1239
Turkish,1240
Greek,1241
Italian,1242
Italian,1243
Turkish,1244
Greek,1245
Italian,1246
Italian,1247
Turkish,1248
Greek,1249
Italian,1250
Italian,1251
Turkish,1252
Greek,1253
Italian,1254
Italian,1255
Turkish,1256
Greek,1257
Italian,1258
Italian,1259
Turkish,1260
Greek,1261
Italian,1262
Italian,1263
Turkish,1264
Greek,1265
Italian,1266
Italian,1267
Turkish,1268
Greek,1269
Italian,1270
Italian,1271
Turkish,1272
Greek,1273
Italian,1274
Italian,1275
Turkish,1276
Greek,1277
Italian,1278
Italian,1279
Turkish,1280
Greek,1281
Italian,1282
Italian,1283
Turkish,1284
Greek,1285
Italian,1286
Italian,1287
Turkish,1288
Greek,1289
Italian,1290
Italian,1291
Turkish,1292
Greek,1293
Italian,1294
Italian,1295
Turkish,1296
Greek,1297
Italian,1298
Italian,1299
Turkish,1300
Greek,1301
Italian,1302
Italian,1303
Turkish,1304
Greek,1305
Italian,1306
Italian,1307
Turkish,1308
Greek,1309
Italian,1310
Italian,1311
Turkish,1312
Greek,1313
Italian,1314
Italian,1315
Turkish,1316
Greek,1317
Italian,1318
Italian,1319
Turkish,1320
Greek,1321
Italian,1322
Italian,1323
Turkish,1324
Greek,1325
Italian,1326
Italian,1327
Turkish,1328
Greek,1329
Italian,1330
Italian,1331
Turkish,1332
Greek,1333
Italian,1334
Italian,1335
Turkish,1336
Greek,1337
Italian,1338
Italian,1339
Turkish,1340
Greek,1341
Italian,1342
Italian,1343
Turkish,1344
Greek,1345
Italian,1346
Italian,1347
Turkish,1348
Greek,1349
Italian,1350
Italian,1351
Turkish,1352
Greek,1353
Italian,1354
Italian,1355
Turkish,1356
Greek,1357
Italian,1358
Italian,1359
Turkish,1360
Greek,1361
Italian,1362
Italian,1363
Turkish,1364
Greek,1365
Italian,1366
Italian,1367
Turkish,1368
Greek,1369
Italian,1370
Italian,1371
Turkish,1372
Greek,1373
Italian,1374
Italian,1375
Turkish,1376
Greek,1377
Italian,1378
Italian,1379
Turkish,1380
Greek,1381
Italian,1382
Italian,1383
Turkish,1384
Greek,1385
Italian,1386
Italian,1387
Turkish,1388
Greek,1389
Italian,1390
Italian,1391
Turkish,1392
Greek,1393
Italian,1394
Italian,1395
Turkish,1396
Greek,1397
Italian,1398
Italian,1399
Turkish,1400
Greek,1401
Italian,1402
Italian,1403
Turkish,1404
Greek,1405
Italian,1406
Italian,1407
Turkish,1408
Greek,1409
Italian,1410
Italian,1411
Turkish,1412
Greek,1413
Italian,1414
Italian,1415
Turkish,1416
Greek,1417
Italian,1418
Italian,1419
Turkish,1420
Greek,1421
Italian,1422
Italian,1423
Turkish,1424
Greek,1425
Italian,1426
Italian,1427
Turkish,1428
Greek,1429
Italian,1430
Italian,1431
Turkish,1432
Greek,1433
Italian,1434
Italian,1435
Turkish,1436
Greek,1437
Italian,1438
Italian,1439
Turkish,1440
Greek,1441
Italian,1442
Italian,1443
Turkish,1444
Greek,1445
Italian,1446
Italian,1447
Turkish,1448
Greek,1449
Italian,1450
Italian,1451
Turkish,1452
Greek,1453
Italian,1454
Italian,1455
Turkish,1456
Greek,1457
Italian,1458
Italian,1459
Turkish,1460
Greek,1461
Italian,1462
Italian,1463
Turkish,1464
Greek,1465
Italian,1466
Italian,1467
Turkish,1468
Greek,1469
Italian,1470
Italian,1471
Turkish,1472
Greek,1473
Italian,1474
Italian,1475
Turkish,1476
Greek,1477
Italian,1478
Italian,1479
Turkish,1480
Greek,1481
Italian,1482
Italian,1483
Turkish,1484
Greek,1485
Italian,1486
Italian,1487
Turkish,1488
Greek,1489
Italian,1490
Italian,1491
Turkish,1492
Greek,1493
Italian,1494
Italian,1495
Turkish,1496
Greek,1497
Italian,1498
Italian,1499
Turkish,1500
Greek,1501
Italian,1502
Italian,1503
Turkish,1504
Greek,1505
Italian,1506
Italian,1507
Turkish,1508
Greek,1509
Italian,1510
Italian,1511
Turkish,1512
Greek,1513
Italian,1514
Italian,1515
Turkish,1516
Greek,1517
Italian,1518
Italian,1519
Turkish,1520
Greek,1521
Italian,1522
Italian,1523
Turkish,1524
Greek,1525
Italian,1526
Italian,1527
Turkish,1528
Greek,1529
Italian,1530
Italian,1531
Turkish,1532
Greek,1533
Italian,1534
Italian,1535
Turkish,1536
Greek,1537
Italian,1538
Italian,1539
Turkish,1540
Greek,1541
Italian,1542
Italian,1543
Turkish,1544
Greek,1545
Italian,1546
Italian,1547
Turkish,1548
Greek,1549
Italian,1550
Italian,1551
Turkish,1552
Greek,1553
Italian,1554
Italian,1555
Turkish,1556
Greek,1557
Italian,1558
Italian,1559
Turkish,1560
Greek,1561
Italian,1562
Italian,1563
Turkish,1564
Greek,1565
Italian,1566
Italian,1567
Turkish,1568
Greek,1569
Italian,1570
Italian,1571
Turkish,1572
Greek,1573
Italian,1574
Italian,1575
Turkish,1576
Greek,1577
Italian,1578
Italian,1579
Turkish,1580
Greek,1581
Italian,1582
Italian,1583
Turkish,1584
Greek,1585
Italian,1586
Italian,1587
Turkish,1588
Greek,1589
Italian,1590
Italian,1591
Turkish,1592
Greek,1593
Italian,1594
Italian,1595
Turkish,1596
Greek,1597
Italian,1598
Italian,1599
Turkish,1600
Greek,1601
Italian,1602
Italian,1603
Turkish,1604
Greek,1605
Italian,1606
Italian,1607
Turkish,1608
Greek,1609
Italian,1610
Italian,1611
Turkish,1612
Greek,1613
Italian,1614
Italian,1615
Turkish,1616
Greek,1617
Italian,1618
Italian,1619
Turkish,1620
Greek,1621
Italian,1622
Italian,1623
Turkish,1624
Greek,1625
Italian,1626
Italian,1627
Turkish,1628
Greek,1629
Italian,1630
Italian,1631
Turkish,1632
Greek,1633
Italian,1634
Italian,1635
Turkish,1636
Greek,1637
Italian,1638
Italian,1639
Turkish,1640
Greek,1641
Italian,1642
Italian,1643
Turkish,1644
Greek,1645
Italian,1646
Italian,1647
Turkish,1648
Greek,1649
Italian,1650
Italian,1651
Turkish,1652
Greek,1653
Italian,1654
Italian,1655
Turkish,1656
Greek,1657
Italian,1658
Italian,1659
Turkish,1660
Greek,1661
Italian,1662
Italian,1663
Turkish,1664
Greek,1665
Italian,1666
Italian,1667
Turkish,1668
Greek,1669
Italian,1670
Italian,1671
Turkish,1672
Greek,1673
Italian,1674
Italian,1675
Turkish,1676
Greek,1677
Italian,1678
Italian,1679
Turkish,1680
Greek,1681
Italian,1682
Italian,1683
Turkish,1684
Greek,1685
Italian,1686
Italian,1687
Turkish,1688
Greek,1689
Italian,1690
Italian,1691
Turkish,1692
Greek,1693
Italian,1694
Italian,1695
Turkish,1696
Greek,1697
Italian,1698
Italian,1699
Turkish,1700
Greek,1701
Italian,1702
Italian,1703
Turkish,1704
Greek,1705
Italian,1706
Italian,1707
Turkish,1708
Greek,1709
Italian,1710
Italian,1711
Turkish,1712
Greek,1713
Italian,1714
Italian,1715
Turkish,1716
Greek,1717
Italian,1718
Italian,1719
Turkish,1720
Greek,1721
Italian,1722
Italian,1723
Turkish,1724
Greek,1725
Italian,1726
Italian,1727
Turkish,1728
Greek,1729
Italian,1730
Italian,1731
Turkish,1732
Greek,1733
Italian,1734
Italian,1735
Turkish,1736
Greek,1737
Italian,1738
Italian,1739
Turkish,1740
Greek,1741
Italian,1742
Italian,1743
Turkish,1744
Greek,1745
Italian,1746
Italian,1747
Turkish,1748
Greek,1749
Italian,1750
Italian,1751
Turkish,1752
Greek,1753
Italian,1754
Italian,1755
Turkish,1756
Greek,1757
Italian,1758
Italian,1759
Turkish,1760
Greek,1761
Italian,1762
Italian,1763
Turkish,1764
Greek,1765
Italian,1766
Italian,1767
Turkish,1768
Greek,1769
Italian,1770
Italian,1771
Turkish,1772
Greek,1773
Italian,1774
Italian,1775
Turkish,1776
Greek,1777
Italian,1778
Italian,1779
Turkish,1780
Greek,1781
Italian,1782
Italian,1783
Turkish,1784
Greek,1785
Italian,1786
Italian,1787
Turkish,1788
Greek,1789
Italian,1790
Italian,1791
Turkish,1792
Greek,1793
Italian,1794
Italian,1795
Turkish,1796
Greek,1797
Italian,1798
Italian,1799
Turkish,1800
Greek,1801
Italian,1802
Italian,1803
Turkish,1804
Greek,1805
Italian,1806
Italian,1807
Turkish,1808
Greek,1809
Italian,1810
Italian,1811
Turkish,1812
Greek,1813
Italian,1814
Italian,1815
Turkish,1816
Greek,1817
Italian,1818
Italian,1819
Turkish,1820
Greek,1821
Italian,1822
Italian,1823
Turkish,1824
Greek,1825
Italian,1826
Italian,1827
Turkish,1828
Greek,1829
Italian,1830
Italian,1831
Turkish,1832
Greek,1833
Italian,1834
Italian,1835
Turkish,1836
Greek,1837
Italian,1838
Italian,1839
Turkish,1840
Greek,1841
Italian,1842
Italian,1843
Turkish,1844
Greek,1845
Italian,1846
Italian,1847
Turkish,1848
Greek,1849
Italian,1850
Italian,1851
Turkish,1852
Greek,1853
Italian,1854
Italian,1855
Turkish,1856
Greek,1857
Italian,1858
Italian,1859
Turkish,1860
Greek,1861
Italian,1862
Italian,1863
Turkish,1864
Greek,1865
Italian,1866
Italian,1867
Turkish,1868
Greek,1869
Italian,1870
Italian,1871
Turkish,1872
Greek,1873
Italian,1874
Italian,1875
Turkish,1876
Greek,1877
Italian,1878
Italian,1879
Turkish,1880
Greek,1881
Italian,1882
Italian,1883
Turkish,1884
Greek,1885
Italian,1886
Italian,1887
Turkish,1888
Greek,1889
Italian,1890
Italian,1891
Turkish,1892
Greek,1893
Italian,1894
Italian,1895
Turkish,1896
Greek,1897
Italian,1898
Italian,1899
Turkish,1900
Greek,1901
Italian,1902
Italian,1903
Turkish,1904
Greek,1905
Italian,1906
Italian,1907
Turkish,1908
Greek,1909
Italian,1910
Italian,1911
Turkish,1912
Greek,1913
Italian,1914
Italian,1915
Turkish,1916
Greek,1917
Italian,1918
Italian,1919
Turkish,1920
Greek,1921
Italian,1922
Italian,1923
Turkish,1924
Greek,1925
Italian,1926
Italian,1927
Turkish,1928
Greek,1929
Italian,1930
Italian,1931
Turkish,1932
Greek,1933
Italian,1934
Italian,1935
Turkish,1936
Greek,1937
Italian,1938
Italian,1939
Turkish,1940
Greek,1941
Italian,1942
Italian,1943
Turkish,1944
Greek,1945
Italian,1946
Italian,1947
Turkish,1948
Greek,1949
Italian,1950
Italian,1951
Turkish,1952
Greek,1953
Italian,1954
Italian,1955
Turkish,1956
Greek,1957
Italian,1958
Italian,1959
Turkish,1960
Greek,1961
Italian,1962
Italian,1963
Turkish,1964
Greek,1965
Italian,1966
Italian,1967
Turkish,1968
Greek,1969
Italian,1970
Italian,1971
Turkish,1972
Greek,1973
Italian,1974
Italian,1975
Turkish,1976
Greek,1977
Italian,1978
Italian,1979
Turkish,1980
Greek,1981
Italian,1982
Italian,1983
Turkish,1984
Greek,1985
Italian,1986
Italian,1987
Turkish,1988
Greek,1989
Italian,1990
Italian,1991
Turkish,1992
Greek,1993
Italian,1994
Italian,1995
Turkish,1996
Greek,1997
Italian,1998
Italian,1999
Turkish,2000
Greek,2001
Italian,2002
Italian,2003
Turkish,2004
Greek,2005
Italian,2006
Italian,2007
Turkish,2008
Greek,2009
Italian,2010
Italian,2011
Turkish,2012
Greek,2013
Italian,2014
Italian,2015
Turkish,2016
Greek,2017
Italian,2018
Italian,2019
Turkish,2020
Greek,2021
Italian,2022
Italian,2023
Turkish,2024
Greek,2025
Italian,2026
Italian,2027
Turkish,2028
Greek,2029
Italian,2030
Italian,2031
Turkish,2032
Greek,2033
Italian,2034
Italian,2035
Turkish,2036
Greek,2037
Italian,2038
Italian,2039
Turkish,2040
Greek,2041
Italian,2042
Italian,2043
Turkish,2044
Greek,2045
Italian,2046
Italian,2047
Turkish,2048
Greek,2049
Italian,2050
Italian,2051
Turkish,2052
Greek,2053
Italian,2054
Italian,2055
Turkish,2056
Greek,2057
Italian,2058
Italian,2059
Turkish,2060
Greek,2061
Italian,2062
Italian,2063
Turkish,2064
