Quantity,Sales, Cost,Discount,Order Date,CustomerID,MenuID,DeliveryID
3,125.985,83.99,89.84,2022-04-02,192,192,192
2,104.07,69.38,17.4,2019-11-20,193,193,193
1,179.7,119.8,91.41,2021-08-17,194,194,194
3,187.5,125,9.71,2022-02-27,195,195,195
3,352.5,235,80.34,2019-10-25,196,196,196
2,112.5,75,54.08,2020-07-26,197,197,197
1,330,220,98.01,2020-12-15,198,198,198
2,480,320,99.24,2020-01-13,199,199,199
3,315,210,30,2022-07-18,200,200,200
2,465,310,37.04,2021-06-23,201,201,201
1,337.5,225,24,2020-06-23,202,202,202
3,285,190,10,2020-06-19,203,203,203
3,147,98,53.53,2021-07-05,204,204,204
2,252.405,168.27,23,2020-10-03,205,205,205
1,186.93,124.62,73.09,2022-10-13,206,206,206
2,216.135,144.09,20.33,2021-01-28,207,207,207
3,152.4,101.6,9.12,2022-06-21,208,208,208
2,139.695,93.13,67.77,2022-01-23,209,209,209
1,66.855,44.57,35.44,2019-11-23,210,210,210
3,137.76,91.84,31.2,2019-12-21,211,211,211
3,199.755,133.17,61.49,2021-08-05,212,212,212
2,78.12,52.08,91.14,2021-05-31,213,213,213
1,125.985,83.99,97.48,2019-11-13,214,214,214
2,104.07,69.38,68.89,2021-02-09,215,215,215
3,179.7,119.8,47.84,2020-11-29,216,216,216
2,187.5,125,94.76,2022-09-17,217,217,217
1,352.5,235,20,2021-10-02,218,218,218
3,112.5,75,15,2021-06-04,219,219,219
3,330,220,10.52,2022-12-04,220,220,220
2,480,320,11.23,2019-10-21,221,221,221
1,315,210,51.05,2021-06-18,222,222,222
2,465,310,89.84,2020-04-22,223,223,223
3,337.5,225,17.4,2022-05-05,224,224,224
2,285,190,91.41,2020-03-09,225,225,225
1,147,98,9.71,2022-04-12,226,226,226
3,252.405,168.27,80.34,2020-06-28,227,227,227
3,186.93,124.62,54.08,2021-01-07,228,228,228
2,216.135,144.09,98.01,2020-09-30,229,229,229
1,152.4,101.6,99.24,2019-11-01,230,230,230
2,139.695,93.13,30,2020-05-09,231,231,231
3,66.855,44.57,37.04,2022-07-07,232,232,232
2,137.76,91.84,24,2021-06-19,233,233,233
1,199.755,133.17,10,2022-10-26,234,234,234
3,78.12,52.08,53.53,2021-03-24,235,235,235
3,125.985,83.99,23,2021-11-24,236,236,236
2,104.07,69.38,73.09,2022-07-23,237,237,237
1,179.7,119.8,20.33,2021-06-19,238,238,238
2,187.5,125,9.12,2020-03-28,239,239,239
3,352.5,235,67.77,2020-09-30,240,240,240
2,112.5,75,35.44,2022-03-14,241,241,241
1,330,220,31.2,2022-03-02,242,242,242
3,480,320,61.49,2021-02-19,243,243,243
3,315,210,91.14,2021-07-25,244,244,244
2,465,310,97.48,2020-11-28,245,245,245
1,337.5,225,68.89,2020-08-27,246,246,246
2,285,190,47.84,2022-08-24,247,247,247
3,147,98,94.76,2022-06-11,248,248,248
2,252.405,168.27,20,2021-03-25,249,249,249
1,186.93,124.62,15,2020-07-04,250,250,250
3,216.135,144.09,10.52,2020-06-15,251,251,251
3,152.4,101.6,11.23,2021-04-29,252,252,252
2,139.695,93.13,51.05,2021-02-11,253,253,253
1,66.855,44.57,89.84,2022-08-08,254,254,254
2,137.76,91.84,17.4,2021-07-14,255,255,255
3,199.755,133.17,91.41,2022-01-08,256,256,256
2,78.12,52.08,9.71,2019-08-18,257,257,257
1,125.985,83.99,80.34,2022-06-17,258,258,258
3,104.07,69.38,54.08,2022-06-29,259,259,259
3,179.7,119.8,98.01,2021-02-20,260,260,260
2,187.5,125,99.24,2022-02-07,261,261,261
1,352.5,235,30,2019-07-27,262,262,262
2,112.5,75,37.04,2021-11-02,263,263,263
3,330,220,24,2022-11-07,264,264,264
2,480,320,10,2020-09-27,265,265,265
1,315,210,53.53,2020-07-08,266,266,266
3,465,310,23,2019-09-30,267,267,267
3,337.5,225,73.09,2020-06-04,268,268,268
2,285,190,20.33,2021-01-13,269,269,269
1,147,98,9.12,2020-05-20,270,270,270
2,252.405,168.27,67.77,2020-08-11,271,271,271
3,186.93,124.62,35.44,2020-07-04,272,272,272
2,216.135,144.09,31.2,2020-05-29,273,273,273
1,152.4,101.6,61.49,2022-11-24,274,274,274
3,139.695,93.13,91.14,2021-06-13,275,275,275
3,66.855,44.57,97.48,2021-01-23,276,276,276
2,137.76,91.84,68.89,2020-02-22,277,277,277
1,199.755,133.17,47.84,2022-01-09,278,278,278
2,78.12,52.08,94.76,2022-05-01,279,279,279
3,125.985,83.99,20,2020-01-01,280,280,280
2,104.07,69.38,15,2020-08-09,281,281,281
1,179.7,119.8,10.52,2020-11-12,282,282,282
3,187.5,125,11.23,2021-07-29,283,283,283
3,352.5,235,51.05,2019-10-03,284,284,284
2,112.5,75,89.84,2020-07-29,285,285,285
1,330,220,17.4,2020-04-25,286,286,286
2,480,320,91.41,2022-06-22,287,287,287
3,315,210,9.71,2021-09-11,288,288,288
2,465,310,80.34,2020-09-11,289,289,289
1,337.5,225,54.08,2021-05-30,290,290,290
3,285,190,98.01,2020-04-25,291,291,291
3,147,98,99.24,2021-03-21,292,292,292
2,252.405,168.27,30,2022-09-27,293,293,293
1,186.93,124.62,37.04,2022-04-27,294,294,294
2,216.135,144.09,24,2020-08-01,295,295,295
3,152.4,101.6,10,2022-09-23,296,296,296
2,139.695,93.13,53.53,2022-11-03,297,297,297
1,66.855,44.57,23,2020-06-25,298,298,298
3,137.76,91.84,73.09,2020-07-20,299,299,299
3,199.755,133.17,20.33,2022-05-24,300,300,300
2,78.12,52.08,9.12,2020-11-18,301,301,301
1,125.985,83.99,67.77,2022-04-04,302,302,302
2,104.07,69.38,35.44,2021-09-06,303,303,303
3,179.7,119.8,31.2,2021-04-01,304,304,304
2,187.5,125,61.49,2020-04-02,305,305,305
1,352.5,235,91.14,2021-10-27,306,306,306
3,112.5,75,97.48,2022-02-21,307,307,307
3,330,220,68.89,2020-01-10,308,308,308
2,480,320,47.84,2022-08-19,309,309,309
1,315,210,94.76,2019-07-16,310,310,310
2,465,310,20,2020-10-13,311,311,311
3,337.5,225,15,2020-03-12,312,312,312
2,285,190,10.52,2022-10-23,313,313,313
1,147,98,11.23,2021-01-30,314,314,314
3,252.405,168.27,51.05,2019-09-29,315,315,315
3,186.93,124.62,89.84,2020-05-18,316,316,316
2,216.135,144.09,17.4,2022-06-25,317,317,317
1,152.4,101.6,91.41,2021-09-02,318,318,318
2,139.695,93.13,9.71,2022-11-23,319,319,319
3,66.855,44.57,80.34,2020-06-04,320,320,320
2,137.76,91.84,54.08,2022-04-27,321,321,321
1,199.755,133.17,98.01,2022-07-22,322,322,322
3,78.12,52.08,99.24,2020-11-01,323,323,323
3,125.985,83.99,30,2021-06-21,324,324,324
2,104.07,69.38,37.04,2020-07-18,325,325,325
1,179.7,119.8,24,2022-08-20,326,326,326
2,187.5,125,10,2021-12-02,327,327,327
3,352.5,235,53.53,2022-04-05,328,328,328
2,112.5,75,23,2021-08-03,329,329,329
1,330,220,73.09,2019-09-26,330,330,330
3,480,320,20.33,2020-09-20,331,331,331
3,315,210,9.12,2019-09-05,332,332,332
2,465,310,67.77,2021-05-24,333,333,333
1,337.5,225,35.44,2021-09-29,334,334,334
2,285,190,31.2,2020-08-17,335,335,335
3,147,98,61.49,2022-08-19,336,336,336
2,252.405,168.27,91.14,2019-08-25,337,337,337
1,186.93,124.62,97.48,2020-10-23,338,338,338
3,216.135,144.09,68.89,2019-12-11,339,339,339
3,152.4,101.6,47.84,2021-07-26,340,340,340
2,139.695,93.13,94.76,2022-10-17,341,341,341
1,66.855,44.57,20,2022-05-17,342,342,342
2,137.76,91.84,15,2022-06-25,343,343,343
3,199.755,133.17,10.52,2020-02-24,344,344,344
2,78.12,52.08,11.23,2022-01-26,345,345,345
1,125.985,83.99,51.05,2020-10-24,346,346,346
3,104.07,69.38,89.84,2021-10-18,347,347,347
3,179.7,119.8,17.4,2020-06-05,348,348,348
2,187.5,125,91.41,2019-11-05,349,349,349
1,352.5,235,9.71,2019-12-18,350,350,350
2,112.5,75,80.34,2021-10-09,351,351,351
3,330,220,54.08,2021-09-30,352,352,352
2,480,320,98.01,2020-10-22,353,353,353
1,315,210,99.24,2022-08-24,354,354,354
3,465,310,30,2022-03-05,355,355,355
3,337.5,225,37.04,2019-10-03,356,356,356
2,285,190,24,2020-08-18,357,357,357
1,147,98,10,2020-09-29,358,358,358
2,252.405,168.27,53.53,2020-04-08,359,359,359
3,186.93,124.62,23,2022-09-21,360,360,360
2,216.135,144.09,73.09,2020-03-02,361,361,361
1,152.4,101.6,20.33,2020-12-12,362,362,362
3,139.695,93.13,9.12,2020-05-06,363,363,363
3,66.855,44.57,67.77,2021-11-08,364,364,364
2,137.76,91.84,35.44,2022-11-05,365,365,365
1,199.755,133.17,31.2,2022-06-12,366,366,366
2,78.12,52.08,61.49,2020-02-24,367,367,367
3,125.985,83.99,91.14,2020-11-25,368,368,368
2,104.07,69.38,97.48,2021-02-16,369,369,369
1,179.7,119.8,68.89,2022-11-16,370,370,370
3,187.5,125,47.84,2022-01-11,371,371,371
3,352.5,235,94.76,2022-09-18,372,372,372
2,112.5,75,20,2020-09-09,373,373,373
1,330,220,15,2019-09-03,374,374,374
2,480,320,10.52,2022-10-24,375,375,375
3,315,210,11.23,2021-02-26,376,376,376
2,465,310,51.05,2020-10-31,377,377,377
1,337.5,225,89.84,2022-06-09,378,378,378
3,285,190,17.4,2020-11-30,379,379,379
3,147,98,91.41,2022-05-27,380,380,380
2,252.405,168.27,9.71,2021-11-10,381,381,381
1,186.93,124.62,80.34,2022-12-28,382,382,382
2,216.135,144.09,54.08,2019-10-09,383,383,383
3,152.4,101.6,98.01,2021-04-30,384,384,384
2,139.695,93.13,99.24,2020-08-21,385,385,385
1,66.855,44.57,30,2020-03-26,386,386,386
3,137.76,91.84,37.04,2022-03-13,387,387,387
3,199.755,133.17,24,2021-08-14,388,388,388
2,78.12,52.08,10,2021-07-30,389,389,389
1,125.985,83.99,53.53,2020-06-07,390,390,390
2,104.07,69.38,23,2019-07-24,391,391,391
3,179.7,119.8,73.09,2020-10-12,392,392,392
2,187.5,125,20.33,2019-11-01,393,393,393
1,352.5,235,9.12,2023-01-03,394,394,394
3,112.5,75,67.77,2022-10-31,395,395,395
3,330,220,35.44,2019-09-16,396,396,396
2,480,320,31.2,2019-12-09,397,397,397
1,315,210,61.49,2021-01-07,398,398,398
2,465,310,91.14,2021-10-24,399,399,399
3,337.5,225,97.48,2022-07-23,400,400,400
2,285,190,68.89,2022-03-02,401,401,401
1,147,98,47.84,2020-07-28,402,402,402
3,252.405,168.27,94.76,2021-03-09,403,403,403
3,186.93,124.62,20,2020-09-05,404,404,404
2,216.135,144.09,15,2022-07-02,405,405,405
1,152.4,101.6,10.52,2020-03-18,406,406,406
2,139.695,93.13,11.23,2020-09-23,407,407,407
3,66.855,44.57,51.05,2019-10-01,408,408,408
2,137.76,91.84,89.84,2022-05-03,409,409,409
1,199.755,133.17,17.4,2020-10-21,410,410,410
3,78.12,52.08,91.41,2022-07-09,411,411,411
3,125.985,83.99,9.71,2022-06-21,412,412,412
2,104.07,69.38,80.34,2022-07-05,413,413,413
1,179.7,119.8,54.08,2022-10-23,414,414,414
2,187.5,125,98.01,2020-08-12,415,415,415
3,352.5,235,99.24,2020-11-08,416,416,416
2,112.5,75,30,2020-08-23,417,417,417
1,330,220,37.04,2022-06-05,418,418,418
3,480,320,24,2021-08-14,419,419,419
3,315,210,10,2020-04-18,420,420,420
2,465,310,53.53,2020-10-31,421,421,421
1,337.5,225,23,2021-10-07,422,422,422
2,285,190,73.09,2019-08-23,423,423,423
3,147,98,20.33,2021-10-10,424,424,424
2,252.405,168.27,9.12,2022-12-31,425,425,425
1,186.93,124.62,67.77,2019-07-31,426,426,426
3,216.135,144.09,35.44,2021-12-25,427,427,427
3,152.4,101.6,31.2,2020-11-30,428,428,428
2,139.695,93.13,61.49,2020-11-10,429,429,429
1,66.855,44.57,91.14,2019-07-07,430,430,430
2,137.76,91.84,97.48,2021-10-31,431,431,431
3,199.755,133.17,68.89,2022-09-02,432,432,432
2,78.12,52.08,47.84,2022-04-17,433,433,433
1,125.985,83.99,94.76,2019-07-20,434,434,434
3,104.07,69.38,20,2021-02-04,435,435,435
3,179.7,119.8,15,2021-09-16,436,436,436
2,187.5,125,10.52,2020-12-28,437,437,437
1,352.5,235,11.23,2020-06-03,438,438,438
2,112.5,75,51.05,2020-02-27,439,439,439
3,330,220,89.84,2020-10-27,440,440,440
2,480,320,17.4,2022-02-14,441,441,441
1,315,210,91.41,2020-06-27,442,442,442
3,465,310,9.71,2022-02-24,443,443,443
3,337.5,225,80.34,2020-04-04,444,444,444
2,285,190,54.08,2020-03-10,445,445,445
1,147,98,98.01,2022-03-21,446,446,446
2,252.405,168.27,99.24,2020-11-24,447,447,447
3,186.93,124.62,30,2019-10-09,448,448,448
2,216.135,144.09,37.04,2020-01-14,449,449,449
1,152.4,101.6,24,2021-04-13,450,450,450
3,139.695,93.13,10,2019-08-08,451,451,451
3,66.855,44.57,53.53,2021-04-17,452,452,452
2,137.76,91.84,23,2020-08-02,453,453,453
1,199.755,133.17,73.09,2020-04-20,454,454,454
2,78.12,52.08,20.33,2021-10-12,455,455,455
3,125.985,83.99,9.12,2019-08-15,456,456,456
2,104.07,69.38,67.77,2020-05-03,457,457,457
1,179.7,119.8,35.44,2020-10-25,458,458,458
3,187.5,125,31.2,2019-08-06,459,459,459
3,352.5,235,61.49,2022-05-06,460,460,460
2,112.5,75,91.14,2020-04-18,461,461,461
1,330,220,97.48,2020-08-05,462,462,462
2,480,320,68.89,2020-11-30,463,463,463
3,315,210,47.84,2022-01-20,464,464,464
2,465,310,94.76,2019-11-24,465,465,465
1,337.5,225,20,2022-11-29,466,466,466
3,285,190,15,2021-06-20,467,467,467
3,147,98,10.52,2019-10-01,468,468,468
2,252.405,168.27,11.23,2021-11-26,469,469,469
1,186.93,124.62,51.05,2020-06-09,470,470,470
2,216.135,144.09,89.84,2022-06-03,471,471,471
3,152.4,101.6,17.4,2022-08-09,472,472,472
2,139.695,93.13,91.41,2020-08-24,473,473,473
1,66.855,44.57,9.71,2022-03-26,474,474,474
3,137.76,91.84,80.34,2020-10-20,475,475,475
3,199.755,133.17,54.08,2021-01-02,476,476,476
2,78.12,52.08,98.01,2019-07-10,477,477,477
1,125.985,83.99,99.24,2021-09-10,478,478,478
2,104.07,69.38,30,2021-10-08,479,479,479
3,179.7,119.8,37.04,2022-05-12,480,480,480
2,187.5,125,24,2019-09-05,481,481,481
1,352.5,235,10,2020-03-10,482,482,482
3,112.5,75,53.53,2020-09-10,483,483,483
3,330,220,23,2019-08-27,484,484,484
2,480,320,73.09,2021-02-15,485,485,485
1,315,210,20.33,2019-09-20,486,486,486
2,465,310,9.12,2022-08-26,487,487,487
3,337.5,225,67.77,2020-05-28,488,488,488
2,285,190,35.44,2021-08-23,489,489,489
1,147,98,31.2,2022-11-26,490,490,490
3,252.405,168.27,61.49,2021-03-03,491,491,491
3,186.93,124.62,91.14,2020-10-02,492,492,492
2,216.135,144.09,97.48,2020-04-24,493,493,493
1,152.4,101.6,68.89,2021-01-16,494,494,494
2,139.695,93.13,47.84,2021-08-16,495,495,495
3,66.855,44.57,94.76,2022-09-12,496,496,496
2,137.76,91.84,20,2021-12-03,497,497,497
1,199.755,133.17,15,2022-04-14,498,498,498
3,78.12,52.08,10.52,2022-04-27,499,499,499
3,125.985,83.99,11.23,2021-10-12,500,500,500
2,104.07,69.38,51.05,2019-08-25,501,501,501
1,179.7,119.8,89.84,2021-04-09,502,502,502
2,187.5,125,17.4,2021-03-30,503,503,503
3,352.5,235,91.41,2019-12-06,504,504,504
2,112.5,75,9.71,2020-06-24,505,505,505
1,330,220,80.34,2020-10-08,506,506,506
3,480,320,54.08,2022-09-22,507,507,507
3,315,210,98.01,2022-05-29,508,508,508
2,465,310,99.24,2021-05-07,509,509,509
1,337.5,225,30,2022-11-29,510,510,510
2,285,190,37.04,2019-12-17,511,511,511
3,147,98,24,2019-07-03,512,512,512
2,252.405,168.27,10,2020-01-04,513,513,513
1,186.93,124.62,53.53,2021-05-06,514,514,514
3,216.135,144.09,23,2021-01-04,515,515,515
3,152.4,101.6,73.09,2022-04-09,516,516,516
2,139.695,93.13,20.33,2020-10-16,517,517,517
1,66.855,44.57,9.12,2020-09-04,518,518,518
2,137.76,91.84,67.77,2022-01-26,519,519,519
3,199.755,133.17,35.44,2021-08-26,520,520,520
2,78.12,52.08,31.2,2021-04-26,521,521,521
1,125.985,83.99,61.49,2021-12-02,522,522,522
3,104.07,69.38,91.14,2022-06-03,523,523,523
3,179.7,119.8,97.48,2020-10-28,524,524,524
2,187.5,125,68.89,2022-09-27,525,525,525
1,352.5,235,47.84,2019-07-29,526,526,526
2,112.5,75,94.76,2022-06-13,527,527,527
3,330,220,20,2019-10-30,528,528,528
2,480,320,15,2019-07-14,529,529,529
1,315,210,10.52,2022-05-11,530,530,530
3,465,310,11.23,2020-03-03,531,531,531
3,337.5,225,51.05,2019-06-27,532,532,532
2,285,190,89.84,2021-01-01,533,533,533
1,147,98,17.4,2019-08-11,534,534,534
2,252.405,168.27,91.41,2021-01-04,535,535,535
3,186.93,124.62,9.71,2019-12-11,536,536,536
2,216.135,144.09,80.34,2022-09-27,537,537,537
1,152.4,101.6,54.08,2021-01-22,538,538,538
3,139.695,93.13,98.01,2020-10-25,539,539,539
3,66.855,44.57,99.24,2020-05-03,540,540,540
2,137.76,91.84,30,2020-09-05,541,541,541
1,199.755,133.17,37.04,2022-02-14,542,542,542
2,78.12,52.08,24,2020-09-27,543,543,543
3,125.985,83.99,10,2021-05-16,544,544,544
2,104.07,69.38,53.53,2022-07-02,545,545,545
1,179.7,119.8,23,2021-02-26,546,546,546
3,187.5,125,73.09,2020-02-05,547,547,547
3,352.5,235,20.33,2021-02-13,548,548,548
2,112.5,75,9.12,2021-02-10,549,549,549
1,330,220,67.77,2021-12-18,550,550,550
2,480,320,35.44,2020-03-05,551,551,551
3,315,210,31.2,2020-05-21,552,552,552
2,465,310,61.49,2022-08-04,553,553,553
1,337.5,225,91.14,2019-09-25,554,554,554
